trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,violation state
347,False,"{'a': 0.7, 'e': 0.053682812709501898}",25,16,15.23986061063703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
348,False,"{'a': 0.7, 'e': 0.053605626741889741}",30,13,32.05470490035073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
349,False,"{'a': 0.7, 'e': 0.053528772757218922}",20,8,18.260209194370304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
350,False,"{'a': 0.7, 'e': 0.053452248382484871}",30,15,29.880054923841136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
351,False,"{'a': 0.7, 'e': 0.053376051268362382}",20,9,21.60057933743363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
352,False,"{'a': 0.7, 'e': 0.053300179088902604}",20,10,-20.683610985140376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('right', 'red', 'left', 'forward', None)]"
353,False,"{'a': 0.7, 'e': 0.053224629541234948}",20,2,29.704725227608957,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
354,False,"{'a': 0.7, 'e': 0.053149400345273393}",25,0,25.59848792068651,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('right', 'red', None, None, None)]"
355,False,"{'a': 0.7, 'e': 0.053074489243427524}",25,11,19.595750310338282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
356,False,"{'a': 0.7, 'e': 0.052999894000318001}",20,0,33.56066014338904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
357,False,"{'a': 0.7, 'e': 0.052925612402496311}",25,5,-30.35576053921434,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1,"[('forward', 'red', 'left', 'right', 'forward'), ('right', 'green', 'right', 'forward', 'right')]"
358,False,"{'a': 0.7, 'e': 0.05285164225816899}",20,12,15.037658309377813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
359,False,"{'a': 0.7, 'e': 0.052777981396925952}",20,13,11.152893932730484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
360,False,"{'a': 0.7, 'e': 0.052704627669472988}",30,19,20.004004905667692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
361,False,"{'a': 0.7, 'e': 0.052631578947368418}",20,0,11.353805894886307,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'left', None, None)]"
362,False,"{'a': 0.7, 'e': 0.052558833122763673}",30,19,9.593159791124112,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', None, None, None)]"
363,False,"{'a': 0.7, 'e': 0.052486388108147798}",30,0,16.992474081776688,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0,"[('forward', 'green', 'right', None, 'left'), ('left', 'green', 'right', 'forward', 'forward')]"
364,False,"{'a': 0.7, 'e': 0.052414241836095915}",25,0,23.36925668732738,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', 'forward', None, None)]"
365,False,"{'a': 0.7, 'e': 0.052342392259021375}",30,12,37.10604444810509,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
366,False,"{'a': 0.7, 'e': 0.052270837348931669}",25,10,29.8608240303412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
367,False,"{'a': 0.7, 'e': 0.052199575097188054}",25,15,18.427406529230144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
368,False,"{'a': 0.7, 'e': 0.052128603514268693}",20,12,0.7650914044935924,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', 'left', None, None)]"
369,False,"{'a': 0.7, 'e': 0.052057920629535355}",20,4,-17.57321457553331,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('forward', 'red', 'left', 'forward', 'right')]"
370,False,"{'a': 0.7, 'e': 0.051987524491003641}",30,7,38.70815238995975,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
371,False,"{'a': 0.7, 'e': 0.051917413165116499}",25,17,16.26104738827394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
372,False,"{'a': 0.7, 'e': 0.051847584736521263}",25,13,21.729560151132283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
373,False,"{'a': 0.7, 'e': 0.051778037307849772}",20,14,14.111842696560558,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
374,False,"{'a': 0.7, 'e': 0.051708768999501914}",20,0,21.203748149814658,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0,"[('forward', 'green', 'right', 'left', None)]"
375,False,"{'a': 0.7, 'e': 0.051639777949432225}",25,8,25.677841106174437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
376,False,"{'a': 0.7, 'e': 0.051571062312939668}",20,14,12.750107569051764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
377,False,"{'a': 0.7, 'e': 0.051502620262460476}",20,12,-30.10270814750777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('forward', 'red', 'forward', None, 'forward')]"
378,False,"{'a': 0.7, 'e': 0.051434449987363969}",25,8,-12.56552066143569,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('left', 'red', 'right', 'forward', 'left')]"
379,False,"{'a': 0.7, 'e': 0.051366549693751415}",20,13,13.928169062022254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
380,False,"{'a': 0.7, 'e': 0.051298917604257706}",20,0,3.7875208151709954,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0,"[('right', 'red', 'left', None, 'right'), ('left', 'red', None, None, 'left')]"
381,False,"{'a': 0.7, 'e': 0.051231551957855996}",20,14,11.999340158531396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
382,False,"{'a': 0.7, 'e': 0.051164451009665081}",25,0,32.512025306245604,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0,"[('right', 'green', None, 'forward', 'left')]"
383,False,"{'a': 0.7, 'e': 0.051097613030759603}",20,11,3.7717388129800433,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'forward', None, 'right')]"
384,False,"{'a': 0.7, 'e': 0.051031036307982884}",20,11,15.65105617357351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
385,False,"{'a': 0.7, 'e': 0.050964719143762556}",30,0,21.012344769503986,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0,"[('left', 'green', 'right', 'right', 'forward'), ('left', 'red', 'forward', 'right', 'right')]"
386,False,"{'a': 0.7, 'e': 0.050898659855928764}",25,18,11.453958364450743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
387,False,"{'a': 0.7, 'e': 0.050832856777534893}",20,7,14.785569132922923,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('right', 'green', None, None, None)]"
388,False,"{'a': 0.7, 'e': 0.050767308256680958}",25,0,34.88652384735122,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
389,False,"{'a': 0.7, 'e': 0.050702012656339383}",25,4,27.224921483099045,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'right', None, None)]"
390,False,"{'a': 0.7, 'e': 0.050636968354183333}",25,0,22.247294268611824,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', 'forward', None, None), ('left', 'green', None, 'left', None)]"
391,False,"{'a': 0.7, 'e': 0.050572173742417362}",25,0,3.197230462238145,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0,"[('forward', 'green', None, None, 'forward'), ('forward', 'red', 'forward', 'forward', 'forward'), ('left', 'green', None, None, 'forward')]"
392,False,"{'a': 0.7, 'e': 0.050507627227610534}",25,11,21.94070000780917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
393,False,"{'a': 0.7, 'e': 0.050443327230531826}",30,6,-20.09922680858595,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1,"[('forward', 'red', 'left', 'left', None), ('left', 'red', 'forward', None, 'forward'), ('left', 'green', 'forward', None, 'left')]"
394,False,"{'a': 0.7, 'e': 0.050379272185987839}",20,0,34.58986311940833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
395,False,"{'a': 0.7, 'e': 0.050315460542662761}",20,12,16.955475067665358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
396,False,"{'a': 0.7, 'e': 0.050251890762960605}",20,0,-19.22649375805883,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0,"[('left', 'red', 'left', 'forward', 'forward'), ('left', 'green', None, 'forward', None)]"
397,False,"{'a': 0.7, 'e': 0.050188561322849559}",20,0,30.31001784195438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
398,False,"{'a': 0.7, 'e': 0.050125470711708552}",25,14,18.790035197871806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
399,False,"{'a': 0.7, 'e': 0.050062617432175889}",20,14,12.79505822259361,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
400,False,"{'a': 0.7, 'e': 0.050000000000000003}",20,8,22.865711103064235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
401,False,"{'a': 0.7, 'e': 0.049937616943892232}",35,16,27.682740487604107,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', None, 'right', 'forward')]"
402,False,"{'a': 0.7, 'e': 0.049875466805381644}",30,18,21.142713092678047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
403,False,"{'a': 0.7, 'e': 0.049813548138671788}",20,9,17.593401071998144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
404,False,"{'a': 0.7, 'e': 0.049751859510499458}",20,10,14.683964247181104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
405,False,"{'a': 0.7, 'e': 0.049690399499995326}",20,9,17.911910668332037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
406,False,"{'a': 0.7, 'e': 0.049629166698546508}",20,10,19.39624997634482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
407,False,"{'a': 0.7, 'e': 0.049568159709660962}",20,13,12.378576698443085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
408,False,"{'a': 0.7, 'e': 0.049507377148833721}",25,3,-13.596225591384986,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1,"[('left', 'red', None, 'forward', 'left'), ('left', 'green', 'right', None, None)]"
409,False,"{'a': 0.7, 'e': 0.049446817643414874}",25,12,15.912689185831814,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', None, None, None)]"
410,False,"{'a': 0.7, 'e': 0.049386479832479478}",25,11,26.881961241326085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
411,False,"{'a': 0.7, 'e': 0.049326362366699003}",35,7,47.3131314188783,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
412,False,"{'a': 0.7, 'e': 0.04926646390821466}",25,17,-6.917206365273356,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('right', 'green', 'forward', 'left', 'forward')]"
413,False,"{'a': 0.7, 'e': 0.049206783130512292}",20,11,17.11360746518242,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
414,False,"{'a': 0.7, 'e': 0.049147318718299048}",20,8,23.74556730036695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
415,False,"{'a': 0.7, 'e': 0.049088069367381602}",20,6,22.909676208301722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
416,False,"{'a': 0.7, 'e': 0.049029033784546011}",20,12,14.411959639679168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
417,False,"{'a': 0.7, 'e': 0.048970210687439175}",25,8,20.3788377068033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
418,False,"{'a': 0.7, 'e': 0.048911598804451853}",25,14,19.906784359155278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
419,False,"{'a': 0.7, 'e': 0.048853196874603148}",30,13,26.638958032512537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
420,False,"{'a': 0.7, 'e': 0.048795003647426664}",20,12,15.68254590969033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
421,False,"{'a': 0.7, 'e': 0.048737017882857933}",20,0,-12.26744208913835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0,"[('left', 'red', 'right', 'left', 'left')]"
422,False,"{'a': 0.7, 'e': 0.048679238351123547}",30,12,29.715880255846198,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
423,False,"{'a': 0.7, 'e': 0.048621663832631515}",25,2,18.82226593444634,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', None, None, None)]"
424,False,"{'a': 0.7, 'e': 0.048564293117863207}",20,0,22.975162391184455,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0,"[('forward', 'green', None, 'left', 'forward')]"
425,False,"{'a': 0.7, 'e': 0.048507125007266595}",30,17,22.60776256800715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
426,False,"{'a': 0.7, 'e': 0.048450158311150918}",20,10,18.730130674504213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
427,False,"{'a': 0.7, 'e': 0.048393391849582724}",20,12,-5.512453591144042,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('forward', 'green', 'forward', None, None)]"
428,False,"{'a': 0.7, 'e': 0.048336824452283177}",25,0,33.82175137803646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
429,False,"{'a': 0.7, 'e': 0.048280454958526758}",20,0,23.41005211136788,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', None, 'right', None)]"
430,False,"{'a': 0.7, 'e': 0.048224282217041212}",20,12,-8.05611541368141,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('forward', 'green', 'right', 'forward', 'right')]"
431,False,"{'a': 0.7, 'e': 0.048168305085908802}",35,15,32.42423762581976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
432,False,"{'a': 0.7, 'e': 0.048112522432468816}",30,8,43.16691206009147,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
433,False,"{'a': 0.7, 'e': 0.04805693313322127}",20,7,25.15838214199652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
434,False,"{'a': 0.7, 'e': 0.048001536073731928}",35,21,13.162936422832388,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'left', None, 'right')]"
435,False,"{'a': 0.7, 'e': 0.047946330148538413}",20,9,19.1994373425067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
436,False,"{'a': 0.7, 'e': 0.047891314261057569}",20,3,29.59387095786748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
437,False,"{'a': 0.7, 'e': 0.047836487323493986}",20,7,20.04812790805618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
438,False,"{'a': 0.7, 'e': 0.047781848256749658}",25,19,9.104891788451804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
439,False,"{'a': 0.7, 'e': 0.047727395990334764}",30,12,29.749410256484747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
440,False,"{'a': 0.7, 'e': 0.047673129462279619}",20,0,20.829291641727167,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0,"[('right', 'green', 'forward', 'left', None)]"
441,False,"{'a': 0.7, 'e': 0.047619047619047616}",25,9,1.2966759439040185,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1,"[('forward', 'green', 'right', 'right', 'left'), ('right', 'green', None, None, None)]"
442,False,"{'a': 0.7, 'e': 0.047565149415449405}",20,8,22.08986143781584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
443,False,"{'a': 0.7, 'e': 0.047511433814557989}",25,11,26.587456982076013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
444,False,"{'a': 0.7, 'e': 0.047457899787624949}",20,11,12.765692461585342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
445,False,"{'a': 0.7, 'e': 0.047404546313997722}",20,0,30.32028614343202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
446,False,"{'a': 0.7, 'e': 0.047351372381037843}",20,10,15.657104340203198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
447,False,"{'a': 0.7, 'e': 0.047298376984040214}",20,9,21.327644960972382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
448,False,"{'a': 0.7, 'e': 0.0472455591261534}",20,2,29.420090226931585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
449,False,"{'a': 0.7, 'e': 0.047192917818300872}",20,0,28.525877750356674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
450,False,"{'a': 0.7, 'e': 0.047140452079103168}",25,12,14.450071127862024,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', 'left', None, None)]"
451,False,"{'a': 0.7, 'e': 0.047088160934801108}",25,10,28.27777338870944,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
452,False,"{'a': 0.7, 'e': 0.047036043419179864}",25,9,30.493551337520493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
453,False,"{'a': 0.7, 'e': 0.046984098573493956}",25,8,23.151728166767647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
454,False,"{'a': 0.7, 'e': 0.046932325446393211}",30,1,40.581799454216664,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('right', 'green', 'right', 'forward', 'right')]"
455,False,"{'a': 0.7, 'e': 0.046880723093849538}",30,21,14.854574010187045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
456,False,"{'a': 0.7, 'e': 0.046829290579084699}",20,5,24.15065690140955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
457,False,"{'a': 0.7, 'e': 0.046778026972498797}",20,0,28.9997663206818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
458,False,"{'a': 0.7, 'e': 0.046726931351599776}",25,17,0.41160346693664707,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'left', None, 'right')]"
459,False,"{'a': 0.7, 'e': 0.046676002800933661}",20,10,19.798344179533437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
460,False,"{'a': 0.7, 'e': 0.046625240412015691}",20,9,17.444217858861034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
461,False,"{'a': 0.7, 'e': 0.046574643283262232}",20,15,9.904098624286583,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
462,False,"{'a': 0.7, 'e': 0.046524210519923545}",20,14,-31.175476111514236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('right', 'red', 'forward', 'forward', 'forward')]"
463,False,"{'a': 0.7, 'e': 0.04647394123401731}",20,5,19.83687898416478,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('forward', 'green', None, None, None)]"
464,False,"{'a': 0.7, 'e': 0.046423834544262965}",30,15,-6.703851575914513,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1,"[('right', 'red', 'forward', 'left', 'left'), ('right', 'green', 'forward', None, None)]"
465,False,"{'a': 0.7, 'e': 0.046373889576016833}",20,15,8.667829804558785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
466,False,"{'a': 0.7, 'e': 0.046324105461207951}",25,17,-12.93666681615768,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1,"[('right', 'green', 'forward', None, 'forward'), ('forward', 'green', None, None, 'left')]"
467,False,"{'a': 0.7, 'e': 0.046274481338274755}",25,11,25.34418185401929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
468,False,"{'a': 0.7, 'e': 0.046225016352102424}",25,0,-4.418723081749313,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0,"[('right', 'red', 'right', 'left', 'forward')]"
469,False,"{'a': 0.7, 'e': 0.04617570965396102}",30,12,22.60807980905969,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', None, None, None)]"
470,False,"{'a': 0.7, 'e': 0.04612656040144425}",25,8,28.963254627609942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
471,False,"{'a': 0.7, 'e': 0.046077567758409141}",20,10,15.333017257717033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
472,False,"{'a': 0.7, 'e': 0.046028730894916173}",25,0,17.44219322760393,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0,"[('left', 'red', None, 'left', 'forward')]"
473,False,"{'a': 0.7, 'e': 0.045980048987170286}",20,0,29.18106449660539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
474,False,"{'a': 0.7, 'e': 0.045931521217462537}",25,16,5.854301861863698,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', 'left', None, None)]"
475,False,"{'a': 0.7, 'e': 0.04588314677411235}",20,8,14.821195054915968,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('forward', 'green', 'forward', None, None)]"
476,False,"{'a': 0.7, 'e': 0.045834924851410566}",20,13,12.052546040523811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
477,False,"{'a': 0.7, 'e': 0.045786854649563009}",25,0,39.99002460053306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
478,False,"{'a': 0.7, 'e': 0.045738935374634825}",30,3,46.95465590174769,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
479,False,"{'a': 0.7, 'e': 0.045691166238495382}",20,8,11.460233641503176,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', None, None, None)]"
480,False,"{'a': 0.7, 'e': 0.04564354645876384}",25,0,34.70192363554616,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
481,False,"{'a': 0.7, 'e': 0.045596075258755323}",20,0,8.354658603644957,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0,"[('left', 'red', None, None, None), ('left', 'red', None, None, 'left')]"
482,False,"{'a': 0.7, 'e': 0.045548751867427691}",20,14,10.53143720159116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
483,False,"{'a': 0.7, 'e': 0.045501575519329006}",25,10,8.319477373890548,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'forward', 'left', None), ('forward', 'green', None, None, None)]"
484,False,"{'a': 0.7, 'e': 0.045454545454545456}",25,13,22.51856734909187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
485,False,"{'a': 0.7, 'e': 0.045407660918649985}",20,0,32.52883936467427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
486,False,"{'a': 0.7, 'e': 0.045360921162651446}",35,5,40.53742926649326,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', None, None, 'right')]"
487,False,"{'a': 0.7, 'e': 0.045314325442944378}",20,0,15.41037402721469,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('right', 'red', 'forward', None, None)]"
488,False,"{'a': 0.7, 'e': 0.045267873021259265}",20,6,24.54503923296585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
489,False,"{'a': 0.7, 'e': 0.045221563164613454}",25,8,14.368001158521833,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', None, None, None)]"
490,False,"{'a': 0.7, 'e': 0.045175395145262566}",20,6,12.981749954737282,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', None, None, None)]"
491,False,"{'a': 0.7, 'e': 0.045129368240652418}",20,7,21.202624884177858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
492,False,"{'a': 0.7, 'e': 0.045083481733371615}",20,0,14.990754779172663,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('forward', 'red', 'forward', 'left', 'forward')]"
493,False,"{'a': 0.7, 'e': 0.045037734911104493}",30,16,16.045719022392507,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', None, None, None)]"
494,False,"{'a': 0.7, 'e': 0.044992127066584751}",30,15,6.841799561951091,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('right', 'red', 'forward', 'forward', 'forward')]"
495,False,"{'a': 0.7, 'e': 0.044946657497549475}",25,10,18.35921042981944,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('right', 'green', 'right', 'left', 'forward')]"
496,False,"{'a': 0.7, 'e': 0.044901325506693728}",20,0,25.402161075527832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
497,False,"{'a': 0.7, 'e': 0.044856130401625657}",20,0,30.091316895971794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
498,False,"{'a': 0.7, 'e': 0.044811071494822087}",25,0,-18.73382563301542,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0,"[('left', 'red', 'right', 'forward', 'right'), ('left', 'red', None, None, None)]"
499,False,"{'a': 0.7, 'e': 0.044766148103584522}",35,0,8.88810461655511,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0,"[('forward', 'red', None, 'forward', None)]"
500,False,"{'a': 0.7, 'e': 0.044721359549995794}",20,10,18.254762458261425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
501,False,"{'a': 0.7, 'e': 0.044676705160877031}",20,8,-37.99380405428455,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1,"[('left', 'red', 'forward', 'right', 'forward'), ('left', 'green', None, 'forward', 'left'), ('left', 'green', 'forward', None, 'forward')]"
502,False,"{'a': 0.7, 'e': 0.044632184267745179}",30,7,39.886060485990775,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
503,False,"{'a': 0.7, 'e': 0.044587796206770981}",25,14,17.733485028542884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
504,False,"{'a': 0.7, 'e': 0.044543540318737397}",35,12,34.56080150460517,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
