trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,violation state
505,False,"{'a': 0.7, 'e': 0.044499415948998478}",25,20,10.264434886667154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
506,False,"{'a': 0.7, 'e': 0.044455422447438706}",20,9,7.053514291948726,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', 'forward', None, None)]"
507,False,"{'a': 0.7, 'e': 0.044411559168432757}",30,7,14.315506734725883,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1,"[('left', 'red', None, None, None), ('left', 'red', None, None, None)]"
508,False,"{'a': 0.7, 'e': 0.044367825470805693}",25,15,16.875240116650776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
509,False,"{'a': 0.7, 'e': 0.044324220717793628}",20,0,26.28101075501296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
510,False,"{'a': 0.7, 'e': 0.044280744277004763}",25,1,25.142489366435502,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', None, None, None)]"
511,False,"{'a': 0.7, 'e': 0.044237395520380883}",20,0,15.596297761208135,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('left', 'red', 'forward', 'left', 'right')]"
512,False,"{'a': 0.7, 'e': 0.044194173824159216}",30,22,12.055201668951025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
513,False,"{'a': 0.7, 'e': 0.044151078568834795}",30,18,0.3473840746570054,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('left', 'green', 'forward', 'right', None)]"
514,False,"{'a': 0.7, 'e': 0.044108109139123088}",30,11,35.55806773165055,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
515,False,"{'a': 0.7, 'e': 0.044065264923923174}",20,14,12.075109073109887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
516,False,"{'a': 0.7, 'e': 0.044022545316281192}",20,8,23.558361962521793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
517,False,"{'a': 0.7, 'e': 0.043979949713354248}",25,7,28.941640909081073,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
518,False,"{'a': 0.7, 'e': 0.043937477516374682}",20,9,18.752742686296298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
519,False,"{'a': 0.7, 'e': 0.043895128130614712}",25,11,25.742093970062513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
520,False,"{'a': 0.7, 'e': 0.043852900965351466}",20,8,20.999852319823056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
521,False,"{'a': 0.7, 'e': 0.043810795433832352}",25,13,24.906177781346816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
522,False,"{'a': 0.7, 'e': 0.043768810953240853}",20,0,33.82068135209827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
523,False,"{'a': 0.7, 'e': 0.043726946944662608}",20,0,19.573371028860073,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', 'forward', 'right', 'left')]"
524,False,"{'a': 0.7, 'e': 0.043685202833051898}",20,0,33.59373147586531,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
525,False,"{'a': 0.7, 'e': 0.043643578047198477}",25,16,19.016924512956653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
526,False,"{'a': 0.7, 'e': 0.043602072019694738}",20,3,30.237271519427587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
527,False,"{'a': 0.7, 'e': 0.04356068418690321}",30,0,38.261167482548665,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('left', 'red', 'left', None, 'left')]"
528,False,"{'a': 0.7, 'e': 0.043519413988924463}",20,14,10.422433431360373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
529,False,"{'a': 0.7, 'e': 0.043478260869565216}",25,3,37.70888065954659,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
530,False,"{'a': 0.7, 'e': 0.043437224276306939}",35,15,30.46201573821701,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
531,False,"{'a': 0.7, 'e': 0.043396303660274617}",30,23,13.616519900719181,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
532,False,"{'a': 0.7, 'e': 0.043355498476205998}",25,10,28.095448794204437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
533,False,"{'a': 0.7, 'e': 0.043314808182420998}",20,8,25.09853533383538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
534,False,"{'a': 0.7, 'e': 0.043274232240791542}",20,4,28.813807666260878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
535,False,"{'a': 0.7, 'e': 0.043233770116711694}",30,0,32.99163956036818,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', None, None, None)]"
536,False,"{'a': 0.7, 'e': 0.043193421279068007}",30,8,34.764716584645086,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
537,False,"{'a': 0.7, 'e': 0.04315318520021031}",30,21,15.467333837812605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
538,False,"{'a': 0.7, 'e': 0.043113061355922688}",25,13,21.44714613765961,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
539,False,"{'a': 0.7, 'e': 0.043073049225394802}",25,8,5.528453452116331,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('left', 'green', 'right', 'left', 'left')]"
540,False,"{'a': 0.7, 'e': 0.043033148291193521}",35,4,40.6913542469901,"{0: 30, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', 'forward', None, None)]"
541,False,"{'a': 0.7, 'e': 0.042993358039234778}",25,15,18.18295787381127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
542,False,"{'a': 0.7, 'e': 0.042953677958755772}",35,18,30.12599532548923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
543,False,"{'a': 0.7, 'e': 0.042914107542287451}",20,3,27.82723557909043,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
544,False,"{'a': 0.7, 'e': 0.042874646285627205}",20,0,24.675123788076736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
545,False,"{'a': 0.7, 'e': 0.042835293687811936}",30,7,28.040778870078295,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', None, None, 'left')]"
546,False,"{'a': 0.7, 'e': 0.042796049251091289}",25,0,41.11941721613702,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
547,False,"{'a': 0.7, 'e': 0.042756912480901278}",30,12,15.91817696851833,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', None, 'left', None)]"
548,False,"{'a': 0.7, 'e': 0.042717882885838047}",25,15,17.54240318919682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
549,False,"{'a': 0.7, 'e': 0.042678959977631992}",30,4,36.83098594413038,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
550,False,"{'a': 0.7, 'e': 0.042640143271122082}",20,3,22.25002243794092,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
551,False,"{'a': 0.7, 'e': 0.042601432284230495}",25,11,12.666986458137936,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'left', None, 'left')]"
552,False,"{'a': 0.7, 'e': 0.042562826537937429}",25,13,16.89716642346798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
553,False,"{'a': 0.7, 'e': 0.04252432555625623}",20,13,12.280450035085867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
554,False,"{'a': 0.7, 'e': 0.042485928866208736}",30,13,32.01671063070696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
555,False,"{'a': 0.7, 'e': 0.042447635997800888}",20,12,13.118703249012151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
556,False,"{'a': 0.7, 'e': 0.042409446483998546}",25,7,28.362593908137228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
557,False,"{'a': 0.7, 'e': 0.042371359860703575}",30,16,23.95623862379438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
558,False,"{'a': 0.7, 'e': 0.042333375666730171}",25,15,11.916590409502703,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', None, 'forward', None)]"
559,False,"{'a': 0.7, 'e': 0.042295493443781355}",20,10,15.95648041391139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
560,False,"{'a': 0.7, 'e': 0.042257712736425826}",30,9,40.253640283875846,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
561,False,"{'a': 0.7, 'e': 0.042220033092074907}",20,13,15.312955165899487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
562,False,"{'a': 0.7, 'e': 0.04218245406095978}",25,6,29.35467984705523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
563,False,"{'a': 0.7, 'e': 0.042144975196108957}",30,2,43.94121999307559,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
564,False,"{'a': 0.7, 'e': 0.042107596053325952}",25,18,-1.7875637078580353,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'left', None, None)]"
565,False,"{'a': 0.7, 'e': 0.042070316191167127}",20,9,21.422658826948624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
566,False,"{'a': 0.7, 'e': 0.042033135170919861}",20,0,-11.695796855154136,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0,"[('right', 'red', 'right', 'right', 'left')]"
567,False,"{'a': 0.7, 'e': 0.041996052556580801}",35,13,34.57225034110819,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
568,False,"{'a': 0.7, 'e': 0.041959067914834454}",20,0,28.850653056778476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
569,False,"{'a': 0.7, 'e': 0.041922180815031851}",25,20,10.84573432541624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
570,False,"{'a': 0.7, 'e': 0.041885390829169547}",25,9,27.80439384267548,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
571,False,"{'a': 0.7, 'e': 0.04184869753186872}",20,8,10.674074238063037,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', 'left', 'left', 'left')]"
572,False,"{'a': 0.7, 'e': 0.04181210050035454}",20,11,19.47044318043599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
573,False,"{'a': 0.7, 'e': 0.041775599314435682}",25,0,40.18982392596799,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
574,False,"{'a': 0.7, 'e': 0.04173919355648411}",20,0,30.78504694661103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
575,False,"{'a': 0.7, 'e': 0.041702882811414953}",20,8,23.5859519470446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
576,False,"{'a': 0.7, 'e': 0.041666666666666664}",20,9,11.136153190506867,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', None, None, None)]"
577,False,"{'a': 0.7, 'e': 0.041630544712181333}",25,17,12.271151124363994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
578,False,"{'a': 0.7, 'e': 0.041594516540385151}",25,11,21.05063720616974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
579,False,"{'a': 0.7, 'e': 0.041558581746169131}",20,8,22.929972429965794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
580,False,"{'a': 0.7, 'e': 0.041522739926869986}",25,3,25.81274888035277,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'forward', None, None)]"
581,False,"{'a': 0.7, 'e': 0.041486990682251118}",20,9,23.047563269012663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
582,False,"{'a': 0.7, 'e': 0.041451333614483915}",20,0,31.530992796874862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
583,False,"{'a': 0.7, 'e': 0.041415768328129106}",20,8,25.759799320328945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
584,False,"{'a': 0.7, 'e': 0.041380294430118397}",20,9,18.505643303953747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
585,False,"{'a': 0.7, 'e': 0.041344911529736156}",25,10,16.747039843827086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
586,False,"{'a': 0.7, 'e': 0.041309619238601381}",20,9,20.08995839067548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
587,False,"{'a': 0.7, 'e': 0.041274417170649801}",20,0,28.089905099352425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
588,False,"{'a': 0.7, 'e': 0.041239304942116126}",25,15,15.001416473310394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
589,False,"{'a': 0.7, 'e': 0.041204282171516463}",25,0,24.1743978118427,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0,"[('forward', 'red', 'left', None, None)]"
590,False,"{'a': 0.7, 'e': 0.041169348479630913}",25,13,22.33325576165197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
591,False,"{'a': 0.7, 'e': 0.041134503489486357}",20,0,26.32416660148471,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
592,False,"{'a': 0.7, 'e': 0.041099746826339323}",20,2,28.303064985967783,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
593,False,"{'a': 0.7, 'e': 0.041065078117659089}",20,16,5.839520376347002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
594,False,"{'a': 0.7, 'e': 0.041030496993110906}",25,13,23.531713026250596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
595,False,"{'a': 0.7, 'e': 0.040996003084539386}",30,8,35.200961554088636,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
596,False,"{'a': 0.7, 'e': 0.040961596025952028}",25,17,9.868439283430437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
597,False,"{'a': 0.7, 'e': 0.040927275453502901}",20,0,28.17248418135443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
598,False,"{'a': 0.7, 'e': 0.040893041005476534}",20,13,12.29321487587493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
599,False,"{'a': 0.7, 'e': 0.040858892322271849}",25,6,33.47385031924735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
600,False,"{'a': 0.7, 'e': 0.040824829046386304}",20,5,4.859933952932207,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('left', 'green', 'forward', None, None)]"
601,False,"{'a': 0.7, 'e': 0.040790850822400207}",25,15,15.889641455389564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
602,False,"{'a': 0.7, 'e': 0.040756957296961119}",20,10,22.404548051085673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
603,False,"{'a': 0.7, 'e': 0.040723148118768406}",20,6,22.028571960252563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
604,False,"{'a': 0.7, 'e': 0.04068942293855797}",20,9,21.85279430661599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
605,False,"{'a': 0.7, 'e': 0.040655781409087086}",30,14,31.10343704668552,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
606,False,"{'a': 0.7, 'e': 0.040622223185119377}",30,14,15.86444691098471,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('left', 'red', None, None, None)]"
607,False,"{'a': 0.7, 'e': 0.040588747923409947}",30,0,44.57751011685914,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
608,False,"{'a': 0.7, 'e': 0.040555355282690636}",35,17,-9.400662065643175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('forward', 'red', None, None, 'forward')]"
609,False,"{'a': 0.7, 'e': 0.040522044923655388}",20,4,27.791819410002084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
610,False,"{'a': 0.7, 'e': 0.040488816508945799}",25,0,34.590799948458915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
611,False,"{'a': 0.7, 'e': 0.040455669703136743}",35,14,32.873311791489456,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
612,False,"{'a': 0.7, 'e': 0.040422604172722164}",25,10,25.071114766049504,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
613,False,"{'a': 0.7, 'e': 0.040389619586100968}",25,0,41.59337259342002,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
614,False,"{'a': 0.7, 'e': 0.040356715613563091}",30,4,33.156067496820846,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', None, None, None)]"
615,False,"{'a': 0.7, 'e': 0.04032389192727559}",20,8,22.692400460969484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
616,False,"{'a': 0.7, 'e': 0.040291148201269014}",25,18,3.11814250318303,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', None, None, 'left')]"
617,False,"{'a': 0.7, 'e': 0.040258484111423729}",25,16,3.12677449335871,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', 'forward', None, None)]"
618,False,"{'a': 0.7, 'e': 0.040225899335456484}",20,6,18.328791831612964,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('right', 'green', 'right', 'forward', None)]"
619,False,"{'a': 0.7, 'e': 0.04019339355290704}",20,13,13.04987115278606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
620,False,"{'a': 0.7, 'e': 0.040160966445124943}",25,2,-4.827012250171375,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('left', 'red', 'right', 'forward', None)]"
621,False,"{'a': 0.7, 'e': 0.040128617695256406}",20,5,20.423869047051138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
622,False,"{'a': 0.7, 'e': 0.040096346988231273}",20,9,20.271566374151696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
623,False,"{'a': 0.7, 'e': 0.040064154010750197}",30,0,44.460921357289955,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
624,False,"{'a': 0.7, 'e': 0.040032038451271783}",25,0,38.80387046433932,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
625,False,"{'a': 0.7, 'e': 0.040000000000000001}",20,16,5.738716869659663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
626,False,"{'a': 0.7, 'e': 0.039968038348871575}",25,5,31.776950700889888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
627,False,"{'a': 0.7, 'e': 0.039936153191543582}",25,5,32.90189411190606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
628,False,"{'a': 0.7, 'e': 0.039904344223381107}",25,10,26.17620627573228,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
629,False,"{'a': 0.7, 'e': 0.039872611141444997}",25,3,34.206942576909846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
630,False,"{'a': 0.7, 'e': 0.039840953644479787}",20,0,4.112564821821972,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0,"[('forward', 'green', 'forward', None, None)]"
631,False,"{'a': 0.7, 'e': 0.039809371432901648}",20,0,21.000154463838413,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('left', 'green', None, 'right', 'left')]"
632,False,"{'a': 0.7, 'e': 0.039777864208786498}",20,12,15.18992336367183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
633,False,"{'a': 0.7, 'e': 0.039746431675858215}",20,12,13.839312035679644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
634,False,"{'a': 0.7, 'e': 0.039715073539476883}",30,14,30.547363138609324,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
635,False,"{'a': 0.7, 'e': 0.039683789506627251}",20,8,9.860711230180254,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', 'forward', 'left', 'left')]"
636,False,"{'a': 0.7, 'e': 0.039652579285907208}",25,0,34.27408314966139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
637,False,"{'a': 0.7, 'e': 0.039621442587516369}",30,20,-23.462591965239284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('left', 'red', None, 'forward', 'forward')]"
638,False,"{'a': 0.7, 'e': 0.039590379123244791}",25,15,18.110417465539342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
639,False,"{'a': 0.7, 'e': 0.039559388606461778}",25,0,24.233671508731234,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('forward', 'red', None, None, None)]"
640,False,"{'a': 0.7, 'e': 0.039528470752104743}",20,8,21.970245732998336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
641,False,"{'a': 0.7, 'e': 0.039497625276668211}",20,16,8.834975354130883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
642,False,"{'a': 0.7, 'e': 0.03946685189819292}",25,12,22.964444588659163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
643,False,"{'a': 0.7, 'e': 0.039436150336254951}",30,0,46.21727567998317,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
644,False,"{'a': 0.7, 'e': 0.039405520311955031}",25,12,24.321229380280208,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
645,False,"{'a': 0.7, 'e': 0.039374961547907886}",20,3,29.92434723464641,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
646,False,"{'a': 0.7, 'e': 0.039344473768231684}",20,9,-2.091269494759275,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('right', 'red', 'right', 'forward', 'forward')]"
647,False,"{'a': 0.7, 'e': 0.039314056698537575}",20,3,22.446735178753645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
648,False,"{'a': 0.7, 'e': 0.039283710065919304}",20,2,15.32935921030938,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,"[('right', 'red', 'forward', None, None)]"
649,False,"{'a': 0.7, 'e': 0.039253433598942983}",30,0,42.141989015307225,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
650,False,"{'a': 0.7, 'e': 0.039223227027636809}",20,0,30.366789965777343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
651,False,"{'a': 0.7, 'e': 0.039193090083481028}",30,16,26.671015026392734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
652,False,"{'a': 0.7, 'e': 0.039163022499397869}",20,11,17.18878785460373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
653,False,"{'a': 0.7, 'e': 0.039133024009741613}",25,13,15.059009265404198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
654,False,"{'a': 0.7, 'e': 0.039103094350288754}",20,12,13.165067975512182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
655,False,"{'a': 0.7, 'e': 0.039073233258228181}",20,8,-2.978531836854126,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1,"[('left', 'green', 'right', None, 'forward')]"
656,False,"{'a': 0.7, 'e': 0.039043440472151518}",20,14,11.346551380315343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
657,False,"{'a': 0.7, 'e': 0.03901371573204352}",20,13,11.282200932363194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
658,False,"{'a': 0.7, 'e': 0.038984058779272523}",20,0,34.548024702457724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
659,False,"{'a': 0.7, 'e': 0.038954469356580992}",20,0,28.369855856216244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
660,False,"{'a': 0.7, 'e': 0.038924947208076148}",20,0,29.11388330667346,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
661,False,"{'a': 0.7, 'e': 0.038895492079220696}",25,1,-19.9939709157223,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1,"[('forward', 'red', 'left', None, None), ('right', 'red', None, 'forward', 'forward')]"
662,False,"{'a': 0.7, 'e': 0.038866103716823586}",25,8,27.932160014489533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
663,False,"{'a': 0.7, 'e': 0.038836781869030869}",25,9,-18.01706383118585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1,"[('forward', 'red', None, 'forward', None)]"
664,False,"{'a': 0.7, 'e': 0.03880752628531664}",30,4,38.89766543134404,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
665,False,"{'a': 0.7, 'e': 0.038778336716474064}",20,0,32.485470233183236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
666,False,"{'a': 0.7, 'e': 0.03874921291460643}",20,11,6.512365854068952,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1,"[('forward', 'green', 'right', 'left', None)]"
667,False,"{'a': 0.7, 'e': 0.038720154633118314}",30,22,15.862115456921883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
668,False,"{'a': 0.7, 'e': 0.038691161626706841}",25,0,38.52217228865279,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
669,False,"{'a': 0.7, 'e': 0.038662233651352955}",20,0,33.23208205284544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
670,False,"{'a': 0.7, 'e': 0.03863337046431279}",20,9,16.294108627151473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
671,False,"{'a': 0.7, 'e': 0.038604571824109146}",20,12,14.742137765597498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
672,False,"{'a': 0.7, 'e': 0.038575837490522978}",25,0,35.776412045679585,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,[]
673,False,"{'a': 0.7, 'e': 0.03854716722458499}",30,13,27.64625953620764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,[]
